#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   168   0.493752E+04  -0.429605E+02   0.180539E-03  -0.429605E+02   0.945804E+00  -0.846505E-06   0.180539E-03  -0.846505E-06   0.678762E-07
   169   0.496571E+04  -0.425324E+02   0.179003E-03  -0.425324E+02   0.935160E+00  -0.840075E-06   0.179003E-03  -0.840075E-06   0.674990E-07
   170   0.499308E+04  -0.420723E+02   0.177435E-03  -0.420723E+02   0.924326E+00  -0.832057E-06   0.177435E-03  -0.832057E-06   0.671195E-07
   171   0.502016E+04  -0.415863E+02   0.175902E-03  -0.415863E+02   0.913400E+00  -0.822406E-06   0.175902E-03  -0.822406E-06   0.667484E-07
   172   0.504701E+04  -0.410728E+02   0.174392E-03  -0.410728E+02   0.902352E+00  -0.810456E-06   0.174392E-03  -0.810456E-06   0.663753E-07
   173   0.507335E+04  -0.405315E+02   0.172927E-03  -0.405315E+02   0.891247E+00  -0.796610E-06   0.172927E-03  -0.796610E-06   0.660103E-07
   174   0.509984E+04  -0.399667E+02   0.171542E-03  -0.399667E+02   0.880117E+00  -0.781150E-06   0.171542E-03  -0.781150E-06   0.656488E-07
   175   0.512512E+04  -0.393677E+02   0.170101E-03  -0.393677E+02   0.868912E+00  -0.764164E-06   0.170101E-03  -0.764164E-06   0.652844E-07
   176   0.515025E+04  -0.387444E+02   0.168701E-03  -0.387444E+02   0.857754E+00  -0.746724E-06   0.168701E-03  -0.746724E-06   0.649283E-07
   177   0.517492E+04  -0.380913E+02   0.167328E-03  -0.380913E+02   0.846582E+00  -0.729138E-06   0.167328E-03  -0.729138E-06   0.645706E-07
   178   0.519898E+04  -0.374108E+02   0.165976E-03  -0.374108E+02   0.835490E+00  -0.712232E-06   0.165976E-03  -0.712232E-06   0.642198E-07
   179   0.522294E+04  -0.367042E+02   0.164649E-03  -0.367042E+02   0.824466E+00  -0.696417E-06   0.164649E-03  -0.696417E-06   0.638687E-07
   180   0.524653E+04  -0.359711E+02   0.163321E-03  -0.359711E+02   0.813571E+00  -0.681778E-06   0.163321E-03  -0.681778E-06   0.635230E-07
   181   0.526942E+04  -0.352091E+02   0.161978E-03  -0.352091E+02   0.802799E+00  -0.668352E-06   0.161978E-03  -0.668352E-06   0.631763E-07
   182   0.529222E+04  -0.344228E+02   0.160688E-03  -0.344228E+02   0.792224E+00  -0.656301E-06   0.160688E-03  -0.656301E-06   0.628378E-07
   183   0.531409E+04  -0.336057E+02   0.159349E-03  -0.336057E+02   0.781818E+00  -0.644929E-06   0.159349E-03  -0.644929E-06   0.624970E-07
   184   0.533566E+04  -0.327637E+02   0.158029E-03  -0.327637E+02   0.771668E+00  -0.634209E-06   0.158029E-03  -0.634209E-06   0.621639E-07
   185   0.535676E+04  -0.318940E+02   0.156695E-03  -0.318940E+02   0.761757E+00  -0.623361E-06   0.156695E-03  -0.623361E-06   0.618289E-07
   186   0.537734E+04  -0.309981E+02   0.155381E-03  -0.309981E+02   0.752156E+00  -0.612212E-06   0.155381E-03  -0.612212E-06   0.615010E-07
   187   0.539793E+04  -0.300791E+02   0.154124E-03  -0.300791E+02   0.742895E+00  -0.600441E-06   0.154124E-03  -0.600441E-06   0.611769E-07
   188   0.541733E+04  -0.291291E+02   0.152815E-03  -0.291291E+02   0.733958E+00  -0.587529E-06   0.152815E-03  -0.587529E-06   0.608491E-07
   189   0.543662E+04  -0.281568E+02   0.151538E-03  -0.281568E+02   0.725449E+00  -0.573685E-06   0.151538E-03  -0.573685E-06   0.605297E-07
   190   0.545516E+04  -0.271560E+02   0.150258E-03  -0.271560E+02   0.717331E+00  -0.558639E-06   0.150258E-03  -0.558639E-06   0.602078E-07
   191   0.547311E+04  -0.261303E+02   0.149017E-03  -0.261303E+02   0.709692E+00  -0.542948E-06   0.149017E-03  -0.542948E-06   0.598931E-07
   192   0.549080E+04  -0.250800E+02   0.147804E-03  -0.250800E+02   0.702534E+00  -0.526908E-06   0.147804E-03  -0.526908E-06   0.595770E-07
   193   0.550799E+04  -0.240053E+02   0.146603E-03  -0.240053E+02   0.695912E+00  -0.510778E-06   0.146603E-03  -0.510778E-06   0.592668E-07
   194   0.552454E+04  -0.229052E+02   0.145406E-03  -0.229052E+02   0.689844E+00  -0.494914E-06   0.145406E-03  -0.494914E-06   0.589564E-07
   195   0.554091E+04  -0.217831E+02   0.144252E-03  -0.217831E+02   0.684386E+00  -0.479614E-06   0.144252E-03  -0.479614E-06   0.586507E-07
   196   0.555633E+04  -0.206345E+02   0.143099E-03  -0.206345E+02   0.679545E+00  -0.464984E-06   0.143099E-03  -0.464984E-06   0.583459E-07
   197   0.557143E+04  -0.194639E+02   0.141966E-03  -0.194639E+02   0.675385E+00  -0.451093E-06   0.141966E-03  -0.451093E-06   0.580446E-07
   198   0.558591E+04  -0.182690E+02   0.140818E-03  -0.182690E+02   0.671915E+00  -0.437708E-06   0.140818E-03  -0.437708E-06   0.577432E-07
   199   0.559985E+04  -0.170518E+02   0.139690E-03  -0.170518E+02   0.669193E+00  -0.424749E-06   0.139690E-03  -0.424749E-06   0.574483E-07
   200   0.561335E+04  -0.158121E+02   0.138585E-03  -0.158121E+02   0.667241E+00  -0.411965E-06   0.138585E-03  -0.411965E-06   0.571518E-07
   201   0.562631E+04  -0.145506E+02   0.137501E-03  -0.145506E+02   0.666107E+00  -0.399182E-06   0.137501E-03  -0.399182E-06   0.568615E-07
   202   0.563885E+04  -0.132684E+02   0.136418E-03  -0.132684E+02   0.665828E+00  -0.386080E-06   0.136418E-03  -0.386080E-06   0.565747E-07
   203   0.565039E+04  -0.119622E+02   0.135304E-03  -0.119622E+02   0.666417E+00  -0.372259E-06   0.135304E-03  -0.372259E-06   0.562841E-07
   204   0.566142E+04  -0.106363E+02   0.134213E-03  -0.106363E+02   0.667939E+00  -0.357783E-06   0.134213E-03  -0.357783E-06   0.560014E-07
   205   0.567187E+04  -0.928915E+01   0.133147E-03  -0.928915E+01   0.670412E+00  -0.342656E-06   0.133147E-03  -0.342656E-06   0.557159E-07
   206   0.568173E+04  -0.792234E+01   0.132095E-03  -0.792234E+01   0.673888E+00  -0.326929E-06   0.132095E-03  -0.326929E-06   0.554372E-07
   207   0.569088E+04  -0.653555E+01   0.131020E-03  -0.653555E+01   0.678393E+00  -0.310672E-06   0.131020E-03  -0.310672E-06   0.551567E-07
   208   0.569964E+04  -0.513040E+01   0.129976E-03  -0.513040E+01   0.683972E+00  -0.294112E-06   0.129976E-03  -0.294112E-06   0.548819E-07
   209   0.570738E+04  -0.370532E+01   0.128926E-03  -0.370532E+01   0.690652E+00  -0.277562E-06   0.128926E-03  -0.277562E-06   0.546064E-07
   210   0.571472E+04  -0.226302E+01   0.127903E-03  -0.226302E+01   0.698479E+00  -0.261370E-06   0.127903E-03  -0.261370E-06   0.543354E-07
   211   0.572120E+04  -0.802069E+00   0.126870E-03  -0.802069E+00   0.707481E+00  -0.245684E-06   0.126870E-03  -0.245684E-06   0.540647E-07
   212   0.572710E+04   0.675502E+00   0.125829E-03   0.675502E+00   0.717701E+00  -0.230575E-06   0.125829E-03  -0.230575E-06   0.537975E-07
   213   0.573240E+04   0.216970E+01   0.124809E-03   0.216970E+01   0.729171E+00  -0.216215E-06   0.124809E-03  -0.216215E-06   0.535314E-07
   214   0.573708E+04   0.367980E+01   0.123805E-03   0.367980E+01   0.741928E+00  -0.202568E-06   0.123805E-03  -0.202568E-06   0.532680E-07
   215   0.574108E+04   0.520536E+01   0.122798E-03   0.520536E+01   0.756007E+00  -0.189605E-06   0.122798E-03  -0.189605E-06   0.530046E-07
   216   0.574458E+04   0.674537E+01   0.121802E-03   0.674537E+01   0.771446E+00  -0.177043E-06   0.121802E-03  -0.177043E-06   0.527467E-07
   217   0.574737E+04   0.829969E+01   0.120800E-03   0.829969E+01   0.788277E+00  -0.164550E-06   0.120800E-03  -0.164550E-06   0.524920E-07
   218   0.574945E+04   0.986802E+01   0.119801E-03   0.986802E+01   0.806534E+00  -0.151976E-06   0.119801E-03  -0.151976E-06   0.522334E-07
   219   0.575097E+04   0.114492E+02   0.118840E-03   0.114492E+02   0.826254E+00  -0.139137E-06   0.118840E-03  -0.139137E-06   0.519822E-07
   220   0.575181E+04   0.130428E+02   0.117861E-03   0.130428E+02   0.847470E+00  -0.125861E-06   0.117861E-03  -0.125861E-06   0.517280E-07
   221   0.575226E+04   0.146479E+02   0.116900E-03   0.146479E+02   0.870216E+00  -0.111827E-06   0.116900E-03  -0.111827E-06   0.514803E-07
   222   0.575180E+04   0.162643E+02   0.115929E-03   0.162643E+02   0.894525E+00  -0.970582E-07   0.115929E-03  -0.970582E-07   0.512304E-07
   223   0.575099E+04   0.178910E+02   0.115004E-03   0.178910E+02   0.920431E+00  -0.816333E-07   0.115004E-03  -0.816333E-07   0.509861E-07
   224   0.574930E+04   0.195276E+02   0.114081E-03   0.195276E+02   0.947966E+00  -0.657220E-07   0.114081E-03  -0.657220E-07   0.507403E-07
   225   0.574711E+04   0.211735E+02   0.113159E-03   0.211735E+02   0.977161E+00  -0.493475E-07   0.113159E-03  -0.493475E-07   0.504993E-07
   226   0.574423E+04   0.228277E+02   0.112237E-03   0.228277E+02   0.100805E+01  -0.327477E-07   0.112237E-03  -0.327477E-07   0.502577E-07
   227   0.574079E+04   0.244900E+02   0.111335E-03   0.244900E+02   0.104066E+01  -0.161472E-07   0.111335E-03  -0.161472E-07   0.500199E-07
   228   0.573667E+04   0.261591E+02   0.110453E-03   0.261591E+02   0.107502E+01   0.411740E-10   0.110453E-03   0.411740E-10   0.497823E-07
   229   0.573204E+04   0.278350E+02   0.109582E-03   0.278350E+02   0.111117E+01   0.156965E-07   0.109582E-03   0.156965E-07   0.495477E-07
   230   0.572662E+04   0.295162E+02   0.108689E-03   0.295162E+02   0.114912E+01   0.307685E-07   0.108689E-03   0.307685E-07   0.493141E-07
   231   0.572071E+04   0.312029E+02   0.107806E-03   0.312029E+02   0.118892E+01   0.452516E-07   0.107806E-03   0.452516E-07   0.490826E-07
   232   0.571405E+04   0.328935E+02   0.106938E-03   0.328935E+02   0.123059E+01   0.590182E-07   0.106938E-03   0.590182E-07   0.488528E-07
   233   0.570681E+04   0.345881E+02   0.106084E-03   0.345881E+02   0.127415E+01   0.720838E-07   0.106084E-03   0.720838E-07   0.486244E-07
   234   0.569904E+04   0.362860E+02   0.105238E-03   0.362860E+02   0.131964E+01   0.846296E-07   0.105238E-03   0.846296E-07   0.484005E-07
   235   0.569043E+04   0.379850E+02   0.104354E-03   0.379850E+02   0.136706E+01   0.967873E-07   0.104354E-03   0.967873E-07   0.481730E-07
   236   0.568146E+04   0.396867E+02   0.103506E-03   0.396867E+02   0.141646E+01   0.108922E-06   0.103506E-03   0.108922E-06   0.479520E-07
   237   0.567157E+04   0.413878E+02   0.102652E-03   0.413878E+02   0.146786E+01   0.120924E-06   0.102652E-03   0.120924E-06   0.477282E-07
   238   0.566127E+04   0.430899E+02   0.101825E-03   0.430899E+02   0.152127E+01   0.133120E-06   0.101825E-03   0.133120E-06   0.475101E-07
   239   0.565018E+04   0.447903E+02   0.100975E-03   0.447903E+02   0.157672E+01   0.145591E-06   0.100975E-03   0.145591E-06   0.472899E-07
   240   0.563857E+04   0.464902E+02   0.100125E-03   0.464902E+02   0.163424E+01   0.158747E-06   0.100125E-03   0.158747E-06   0.470746E-07
   241   0.562628E+04   0.481868E+02   0.992929E-04   0.481868E+02   0.169383E+01   0.172340E-06   0.992929E-04   0.172340E-06   0.468579E-07
   242   0.561350E+04   0.498816E+02   0.984830E-04   0.498816E+02   0.175554E+01   0.186445E-06   0.984830E-04   0.186445E-06   0.466455E-07
   243   0.559999E+04   0.515715E+02   0.976737E-04   0.515715E+02   0.181935E+01   0.200874E-06   0.976737E-04   0.200874E-06   0.464322E-07
   244   0.558605E+04   0.532581E+02   0.968581E-04   0.532581E+02   0.188531E+01   0.215799E-06   0.968581E-04   0.215799E-06   0.462225E-07
   245   0.557133E+04   0.549383E+02   0.960347E-04   0.549383E+02   0.195341E+01   0.231063E-06   0.960347E-04   0.231063E-06   0.460126E-07
   246   0.555619E+04   0.566136E+02   0.952431E-04   0.566136E+02   0.202370E+01   0.246404E-06   0.952431E-04   0.246404E-06   0.458056E-07
   247   0.554036E+04   0.582813E+02   0.944574E-04   0.582813E+02   0.209616E+01   0.261544E-06   0.944574E-04   0.261544E-06   0.455990E-07
   248   0.552405E+04   0.599424E+02   0.936769E-04   0.599424E+02   0.217082E+01   0.276424E-06   0.936769E-04   0.276424E-06   0.453946E-07
   249   0.550734E+04   0.615966E+02   0.928971E-04   0.615966E+02   0.224771E+01   0.291137E-06   0.928971E-04   0.291137E-06   0.451953E-07
   250   0.548979E+04   0.632391E+02   0.920949E-04   0.632391E+02   0.232679E+01   0.305251E-06   0.920949E-04   0.305251E-06   0.449894E-07
   251   0.547202E+04   0.648749E+02   0.913502E-04   0.648749E+02   0.240812E+01   0.318964E-06   0.913502E-04   0.318964E-06   0.447928E-07
   252   0.545344E+04   0.664977E+02   0.905807E-04   0.664977E+02   0.249167E+01   0.331820E-06   0.905807E-04   0.331820E-06   0.445899E-07
   253   0.543454E+04   0.681117E+02   0.898296E-04   0.681117E+02   0.257750E+01   0.344311E-06   0.898296E-04   0.344311E-06   0.443945E-07
   254   0.541500E+04   0.697121E+02   0.890515E-04   0.697121E+02   0.266555E+01   0.356299E-06   0.890515E-04   0.356299E-06   0.441960E-07
   255   0.539508E+04   0.713021E+02   0.883102E-04   0.713021E+02   0.275589E+01   0.368088E-06   0.883102E-04   0.368088E-06   0.440030E-07
   256   0.537457E+04   0.728769E+02   0.875712E-04   0.728769E+02   0.284847E+01   0.379363E-06   0.875712E-04   0.379363E-06   0.438076E-07
   257   0.535375E+04   0.744404E+02   0.868621E-04   0.744404E+02   0.294335E+01   0.390574E-06   0.868621E-04   0.390574E-06   0.436169E-07
   258   0.533225E+04   0.759867E+02   0.861186E-04   0.759867E+02   0.304046E+01   0.401767E-06   0.861186E-04   0.401767E-06   0.434245E-07
   259   0.531047E+04   0.775203E+02   0.853910E-04   0.775203E+02   0.313988E+01   0.413445E-06   0.853910E-04   0.413445E-06   0.432362E-07
   260   0.528804E+04   0.790354E+02   0.846709E-04   0.790354E+02   0.324153E+01   0.425344E-06   0.846709E-04   0.425344E-06   0.430467E-07
   261   0.526526E+04   0.805358E+02   0.839778E-04   0.805358E+02   0.334549E+01   0.437682E-06   0.839778E-04   0.437682E-06   0.428607E-07
   262   0.524194E+04   0.820172E+02   0.832831E-04   0.820172E+02   0.345168E+01   0.450281E-06   0.832831E-04   0.450281E-06   0.426740E-07
   263   0.521824E+04   0.834820E+02   0.825726E-04   0.834820E+02   0.356017E+01   0.463560E-06   0.825726E-04   0.463560E-06   0.424903E-07
   264   0.519404E+04   0.849266E+02   0.818692E-04   0.849266E+02   0.367087E+01   0.477269E-06   0.818692E-04   0.477269E-06   0.423064E-07
   265   0.516950E+04   0.863535E+02   0.811810E-04   0.863535E+02   0.378386E+01   0.491356E-06   0.811810E-04   0.491356E-06   0.421248E-07
   266   0.514440E+04   0.877583E+02   0.805139E-04   0.877583E+02   0.389905E+01   0.505429E-06   0.805139E-04   0.505429E-06   0.419437E-07
   267   0.511899E+04   0.891441E+02   0.798290E-04   0.891441E+02   0.401650E+01   0.519526E-06   0.798290E-04   0.519526E-06   0.417643E-07
   268   0.509314E+04   0.905089E+02   0.791466E-04   0.905089E+02   0.413621E+01   0.533799E-06   0.791466E-04   0.533799E-06   0.415893E-07
   269   0.506677E+04   0.918484E+02   0.784417E-04   0.918484E+02   0.425803E+01   0.547443E-06   0.784417E-04   0.547443E-06   0.414086E-07
   270   0.504019E+04   0.931692E+02   0.777872E-04   0.931692E+02   0.438214E+01   0.561021E-06   0.777872E-04   0.561021E-06   0.412358E-07
   271   0.501301E+04   0.944622E+02   0.771136E-04   0.944622E+02   0.450833E+01   0.573513E-06   0.771136E-04   0.573513E-06   0.410575E-07
   272   0.498572E+04   0.957361E+02   0.764502E-04   0.957361E+02   0.463677E+01   0.585809E-06   0.764502E-04   0.585809E-06   0.408856E-07
   273   0.495779E+04   0.969807E+02   0.757592E-04   0.969807E+02   0.476727E+01   0.597460E-06   0.757592E-04   0.597460E-06   0.407111E-07
   274   0.492970E+04   0.982039E+02   0.750897E-04   0.982039E+02   0.489999E+01   0.608976E-06   0.750897E-04   0.608976E-06   0.405412E-07
   275   0.490113E+04   0.993982E+02   0.744402E-04   0.993982E+02   0.503472E+01   0.619747E-06   0.744402E-04   0.619747E-06   0.403692E-07
   276   0.487231E+04   0.100569E+03   0.737982E-04   0.100569E+03   0.517164E+01   0.630385E-06   0.737982E-04   0.630385E-06   0.402013E-07
   277   0.484313E+04   0.101711E+03   0.731470E-04   0.101711E+03   0.531051E+01   0.640757E-06   0.731470E-04   0.640757E-06   0.400317E-07
   278   0.481375E+04   0.102828E+03   0.724911E-04   0.102828E+03   0.545152E+01   0.651581E-06   0.724911E-04   0.651581E-06   0.398657E-07
   279   0.478394E+04   0.103915E+03   0.718561E-04   0.103915E+03   0.559445E+01   0.662507E-06   0.718561E-04   0.662507E-06   0.396986E-07
   280   0.475400E+04   0.104976E+03   0.712462E-04   0.104976E+03   0.573945E+01   0.673791E-06   0.712462E-04   0.673791E-06   0.395345E-07
   281   0.472361E+04   0.106005E+03   0.706416E-04   0.106005E+03   0.588633E+01   0.685231E-06   0.706416E-04   0.685231E-06   0.393697E-07
   282   0.469307E+04   0.107007E+03   0.700203E-04   0.107007E+03   0.603521E+01   0.697275E-06   0.700203E-04   0.697275E-06   0.392075E-07
   283   0.466219E+04   0.107978E+03   0.694059E-04   0.107978E+03   0.618591E+01   0.709738E-06   0.694059E-04   0.709738E-06   0.390450E-07
   284   0.463111E+04   0.108919E+03   0.688062E-04   0.108919E+03   0.633855E+01   0.722542E-06   0.688062E-04   0.722542E-06   0.388846E-07
   285   0.459977E+04   0.109828E+03   0.682360E-04   0.109828E+03   0.649295E+01   0.735236E-06   0.682360E-04   0.735236E-06   0.387244E-07
   286   0.456825E+04   0.110708E+03   0.676563E-04   0.110708E+03   0.664921E+01   0.747848E-06   0.676563E-04   0.747848E-06   0.385658E-07
   287   0.453658E+04   0.111558E+03   0.670750E-04   0.111558E+03   0.680729E+01   0.760603E-06   0.670750E-04   0.760603E-06   0.384109E-07
   288   0.450448E+04   0.112369E+03   0.664638E-04   0.112369E+03   0.696691E+01   0.772680E-06   0.664638E-04   0.772680E-06   0.382510E-07
   289   0.447229E+04   0.113152E+03   0.658949E-04   0.113152E+03   0.712840E+01   0.784719E-06   0.658949E-04   0.784719E-06   0.380980E-07
   290   0.443982E+04   0.113898E+03   0.653216E-04   0.113898E+03   0.729134E+01   0.795446E-06   0.653216E-04   0.795446E-06   0.379401E-07
   291   0.440728E+04   0.114616E+03   0.647589E-04   0.114616E+03   0.745609E+01   0.805948E-06   0.647589E-04   0.805948E-06   0.377889E-07
   292   0.437442E+04   0.115293E+03   0.641539E-04   0.115293E+03   0.762219E+01   0.815437E-06   0.641539E-04   0.815437E-06   0.376330E-07
   293   0.434158E+04   0.115943E+03   0.635721E-04   0.115943E+03   0.778999E+01   0.824829E-06   0.635721E-04   0.824829E-06   0.374824E-07
   294   0.430836E+04   0.116551E+03   0.629919E-04   0.116551E+03   0.795909E+01   0.833394E-06   0.629919E-04   0.833394E-06   0.373297E-07
   295   0.427513E+04   0.117129E+03   0.624391E-04   0.117129E+03   0.812979E+01   0.841613E-06   0.624391E-04   0.841613E-06   0.371807E-07
   296   0.424165E+04   0.117667E+03   0.618641E-04   0.117667E+03   0.830170E+01   0.849332E-06   0.618641E-04   0.849332E-06   0.370300E-07
   297   0.420809E+04   0.118172E+03   0.612823E-04   0.118172E+03   0.847511E+01   0.857405E-06   0.612823E-04   0.857405E-06   0.368827E-07
   298   0.417438E+04   0.118639E+03   0.607024E-04   0.118639E+03   0.864963E+01   0.865513E-06   0.607024E-04   0.865513E-06   0.367340E-07
   299   0.414063E+04   0.119072E+03   0.601579E-04   0.119072E+03   0.882555E+01   0.873968E-06   0.601579E-04   0.873968E-06   0.365882E-07
   300   0.410669E+04   0.119465E+03   0.596187E-04   0.119465E+03   0.900248E+01   0.882416E-06   0.596187E-04   0.882416E-06   0.364415E-07
   301   0.407278E+04   0.119826E+03   0.590788E-04   0.119826E+03   0.918069E+01   0.891425E-06   0.590788E-04   0.891425E-06   0.362973E-07
   302   0.403865E+04   0.120144E+03   0.585181E-04   0.120144E+03   0.935984E+01   0.900963E-06   0.585181E-04   0.900963E-06   0.361526E-07
   303   0.400454E+04   0.120429E+03   0.579757E-04   0.120429E+03   0.954013E+01   0.911160E-06   0.579757E-04   0.911160E-06   0.360099E-07
   304   0.397033E+04   0.120674E+03   0.574574E-04   0.120674E+03   0.972126E+01   0.921482E-06   0.574574E-04   0.921482E-06   0.358670E-07
   305   0.393609E+04   0.120883E+03   0.569526E-04   0.120883E+03   0.990343E+01   0.931899E-06   0.569526E-04   0.931899E-06   0.357258E-07
   306   0.390196E+04   0.121058E+03   0.564434E-04   0.121058E+03   0.100865E+02   0.942661E-06   0.564434E-04   0.942661E-06   0.355877E-07
   307   0.386758E+04   0.121186E+03   0.559035E-04   0.121186E+03   0.102701E+02   0.953058E-06   0.559035E-04   0.953058E-06   0.354451E-07
   308   0.383340E+04   0.121285E+03   0.553898E-04   0.121285E+03   0.104547E+02   0.963907E-06   0.553898E-04   0.963907E-06   0.353086E-07
   309   0.379903E+04   0.121337E+03   0.548894E-04   0.121337E+03   0.106397E+02   0.973752E-06   0.548894E-04   0.973752E-06   0.351676E-07
   310   0.376477E+04   0.121357E+03   0.544009E-04   0.121357E+03   0.108256E+02   0.983488E-06   0.544009E-04   0.983488E-06   0.350327E-07
   311   0.373049E+04   0.121334E+03   0.538900E-04   0.121334E+03   0.110117E+02   0.992188E-06   0.538900E-04   0.992188E-06   0.348934E-07
   312   0.369631E+04   0.121278E+03   0.533732E-04   0.121278E+03   0.111987E+02   0.100110E-05   0.533732E-04   0.100110E-05   0.347599E-07
   313   0.366210E+04   0.121179E+03   0.528589E-04   0.121179E+03   0.113857E+02   0.100901E-05   0.528589E-04   0.100901E-05   0.346223E-07
   314   0.362809E+04   0.121047E+03   0.523816E-04   0.121047E+03   0.115734E+02   0.101675E-05   0.523816E-04   0.101675E-05   0.344903E-07
   315   0.359396E+04   0.120870E+03   0.518935E-04   0.120870E+03   0.117611E+02   0.102332E-05   0.518935E-04   0.102332E-05   0.343544E-07
   316   0.356005E+04   0.120660E+03   0.513946E-04   0.120660E+03   0.119493E+02   0.103002E-05   0.513946E-04   0.103002E-05   0.342227E-07
   317   0.352612E+04   0.120407E+03   0.508856E-04   0.120407E+03   0.121374E+02   0.103648E-05   0.508856E-04   0.103648E-05   0.340894E-07
   318   0.349233E+04   0.120119E+03   0.503905E-04   0.120119E+03   0.123258E+02   0.104322E-05   0.503905E-04   0.104322E-05   0.339591E-07
