#    L    TT             EE             TE             PP             TP          
  4935   0.206753E+00   0.619985E-02  -0.926182E-02   0.615475E+04   0.362351E+00
  4936   0.206418E+00   0.617121E-02  -0.921487E-02   0.615029E+04   0.362222E+00
  4937   0.206081E+00   0.614273E-02  -0.916741E-02   0.614584E+04   0.362055E+00
  4938   0.205743E+00   0.611447E-02  -0.911964E-02   0.614138E+04   0.361868E+00
  4939   0.205404E+00   0.608639E-02  -0.907139E-02   0.613693E+04   0.361681E+00
  4940   0.205064E+00   0.605852E-02  -0.902285E-02   0.613249E+04   0.361526E+00
  4941   0.204723E+00   0.603083E-02  -0.897387E-02   0.612804E+04   0.361406E+00
  4942   0.204381E+00   0.600336E-02  -0.892462E-02   0.612360E+04   0.361322E+00
  4943   0.204037E+00   0.597609E-02  -0.887500E-02   0.611917E+04   0.361248E+00
  4944   0.203692E+00   0.594903E-02  -0.882507E-02   0.611473E+04   0.361180E+00
  4945   0.203346E+00   0.592217E-02  -0.877483E-02   0.611030E+04   0.361084E+00
  4946   0.202999E+00   0.589554E-02  -0.872432E-02   0.610587E+04   0.360967E+00
  4947   0.202650E+00   0.586911E-02  -0.867352E-02   0.610145E+04   0.360809E+00
  4948   0.202301E+00   0.584290E-02  -0.862247E-02   0.609703E+04   0.360635E+00
  4949   0.201950E+00   0.581690E-02  -0.857117E-02   0.609261E+04   0.360442E+00
  4950   0.201599E+00   0.579114E-02  -0.851964E-02   0.608819E+04   0.360274E+00
  4951   0.201245E+00   0.576558E-02  -0.846790E-02   0.608378E+04   0.360132E+00
  4952   0.200891E+00   0.574025E-02  -0.841596E-02   0.607937E+04   0.360039E+00
  4953   0.200535E+00   0.571514E-02  -0.836383E-02   0.607496E+04   0.359967E+00
  4954   0.200179E+00   0.569026E-02  -0.831154E-02   0.607056E+04   0.359909E+00
  4955   0.199820E+00   0.566560E-02  -0.825908E-02   0.606616E+04   0.359823E+00
  4956   0.199461E+00   0.564118E-02  -0.820648E-02   0.606176E+04   0.359713E+00
  4957   0.199100E+00   0.561698E-02  -0.815375E-02   0.605737E+04   0.359561E+00
  4958   0.198739E+00   0.559302E-02  -0.810092E-02   0.605298E+04   0.359393E+00
  4959   0.198376E+00   0.556928E-02  -0.804798E-02   0.604859E+04   0.359206E+00
  4960   0.198012E+00   0.554578E-02  -0.799495E-02   0.604420E+04   0.359035E+00
  4961   0.197646E+00   0.552251E-02  -0.794186E-02   0.603982E+04   0.358879E+00
  4962   0.197280E+00   0.549948E-02  -0.788870E-02   0.603544E+04   0.358767E+00
  4963   0.196912E+00   0.547667E-02  -0.783550E-02   0.603107E+04   0.358681E+00
  4964   0.196543E+00   0.545412E-02  -0.778227E-02   0.602669E+04   0.358623E+00
  4965   0.196172E+00   0.543178E-02  -0.772902E-02   0.602232E+04   0.358548E+00
  4966   0.195801E+00   0.540970E-02  -0.767577E-02   0.601796E+04   0.358452E+00
  4967   0.195429E+00   0.538784E-02  -0.762253E-02   0.601359E+04   0.358307E+00
  4968   0.195055E+00   0.536623E-02  -0.756931E-02   0.600923E+04   0.358136E+00
  4969   0.194680E+00   0.534484E-02  -0.751612E-02   0.600487E+04   0.357943E+00
  4970   0.194304E+00   0.532371E-02  -0.746299E-02   0.600052E+04   0.357764E+00
  4971   0.193927E+00   0.530280E-02  -0.740992E-02   0.599617E+04   0.357599E+00
  4972   0.193549E+00   0.528214E-02  -0.735693E-02   0.599182E+04   0.357474E+00
  4973   0.193170E+00   0.526171E-02  -0.730402E-02   0.598747E+04   0.357370E+00
  4974   0.192790E+00   0.524153E-02  -0.725122E-02   0.598313E+04   0.357297E+00
  4975   0.192408E+00   0.522158E-02  -0.719854E-02   0.597879E+04   0.357221E+00
  4976   0.192026E+00   0.520187E-02  -0.714598E-02   0.597446E+04   0.357135E+00
  4977   0.191642E+00   0.518240E-02  -0.709356E-02   0.597012E+04   0.357005E+00
  4978   0.191258E+00   0.516316E-02  -0.704130E-02   0.596579E+04   0.356844E+00
  4979   0.190873E+00   0.514416E-02  -0.698919E-02   0.596146E+04   0.356647E+00
  4980   0.190487E+00   0.512540E-02  -0.693727E-02   0.595714E+04   0.356456E+00
  4981   0.190099E+00   0.510688E-02  -0.688554E-02   0.595282E+04   0.356277E+00
  4982   0.189711E+00   0.508859E-02  -0.683401E-02   0.594850E+04   0.356141E+00
  4983   0.189322E+00   0.507053E-02  -0.678268E-02   0.594419E+04   0.356031E+00
  4984   0.188933E+00   0.505271E-02  -0.673158E-02   0.593987E+04   0.355950E+00
  4985   0.188542E+00   0.503512E-02  -0.668072E-02   0.593556E+04   0.355868E+00
  4986   0.188150E+00   0.501777E-02  -0.663010E-02   0.593126E+04   0.355781E+00
  4987   0.187758E+00   0.500064E-02  -0.657974E-02   0.592695E+04   0.355660E+00
  4988   0.187365E+00   0.498376E-02  -0.652965E-02   0.592265E+04   0.355512E+00
  4989   0.186971E+00   0.496709E-02  -0.647983E-02   0.591836E+04   0.355322E+00
  4990   0.186576E+00   0.495066E-02  -0.643030E-02   0.591406E+04   0.355124E+00
  4991   0.186181E+00   0.493445E-02  -0.638107E-02   0.590977E+04   0.354927E+00
  4992   0.185785E+00   0.491847E-02  -0.633214E-02   0.590548E+04   0.354768E+00
  4993   0.185388E+00   0.490271E-02  -0.628353E-02   0.590120E+04   0.354640E+00
  4994   0.184991E+00   0.488718E-02  -0.623525E-02   0.589691E+04   0.354553E+00
  4995   0.184593E+00   0.487186E-02  -0.618730E-02   0.589263E+04   0.354467E+00
  4996   0.184194E+00   0.485677E-02  -0.613969E-02   0.588836E+04   0.354378E+00
  4997   0.183795E+00   0.484190E-02  -0.609244E-02   0.588408E+04   0.354254E+00
  4998   0.183396E+00   0.482724E-02  -0.604555E-02   0.587981E+04   0.354104E+00
  4999   0.182995E+00   0.481280E-02  -0.599903E-02   0.587555E+04   0.353918E+00
  5000   0.182595E+00   0.479858E-02  -0.595289E-02   0.587128E+04   0.353720E+00
  5001   0.182194E+00   0.478456E-02  -0.590714E-02   0.586702E+04   0.353514E+00
  5002   0.181793E+00   0.477076E-02  -0.586179E-02   0.586276E+04   0.353336E+00
  5003   0.181391E+00   0.475716E-02  -0.581684E-02   0.585850E+04   0.353184E+00
  5004   0.180989E+00   0.474377E-02  -0.577230E-02   0.585425E+04   0.353077E+00
  5005   0.180587E+00   0.473058E-02  -0.572818E-02   0.585000E+04   0.352986E+00
  5006   0.180184E+00   0.471760E-02  -0.568448E-02   0.584575E+04   0.352901E+00
  5007   0.179781E+00   0.470482E-02  -0.564122E-02   0.584151E+04   0.352785E+00
  5008   0.179378E+00   0.469224E-02  -0.559840E-02   0.583727E+04   0.352640E+00
  5009   0.178975E+00   0.467985E-02  -0.555603E-02   0.583303E+04   0.352452E+00
  5010   0.178571E+00   0.466766E-02  -0.551411E-02   0.582880E+04   0.352251E+00
  5011   0.178168E+00   0.465566E-02  -0.547265E-02   0.582456E+04   0.352040E+00
  5012   0.177764E+00   0.464385E-02  -0.543165E-02   0.582033E+04   0.351851E+00
  5013   0.177360E+00   0.463223E-02  -0.539112E-02   0.581611E+04   0.351683E+00
  5014   0.176956E+00   0.462079E-02  -0.535108E-02   0.581188E+04   0.351555E+00
  5015   0.176552E+00   0.460954E-02  -0.531151E-02   0.580766E+04   0.351447E+00
  5016   0.176149E+00   0.459847E-02  -0.527242E-02   0.580345E+04   0.351357E+00
  5017   0.175745E+00   0.458757E-02  -0.523383E-02   0.579923E+04   0.351245E+00
  5018   0.175341E+00   0.457686E-02  -0.519573E-02   0.579502E+04   0.351110E+00
  5019   0.174937E+00   0.456631E-02  -0.515813E-02   0.579081E+04   0.350925E+00
  5020   0.174534E+00   0.455594E-02  -0.512103E-02   0.578660E+04   0.350716E+00
  5021   0.174130E+00   0.454573E-02  -0.508443E-02   0.578240E+04   0.350490E+00
  5022   0.173727E+00   0.453569E-02  -0.504835E-02   0.577820E+04   0.350284E+00
  5023   0.173324E+00   0.452581E-02  -0.501278E-02   0.577400E+04   0.350099E+00
  5024   0.172922E+00   0.451610E-02  -0.497772E-02   0.576981E+04   0.349956E+00
  5025   0.172520E+00   0.450654E-02  -0.494320E-02   0.576562E+04   0.349836E+00
  5026   0.172117E+00   0.449713E-02  -0.490917E-02   0.576143E+04   0.349726E+00
  5027   0.171716E+00   0.448788E-02  -0.487570E-02   0.575724E+04   0.349614E+00
  5028   0.171314E+00   0.447878E-02  -0.484272E-02   0.575306E+04   0.349474E+00
  5029   0.170913E+00   0.446982E-02  -0.481030E-02   0.574888E+04   0.349304E+00
  5030   0.170512E+00   0.446101E-02  -0.477839E-02   0.574470E+04   0.349094E+00
  5031   0.170113E+00   0.445234E-02  -0.474703E-02   0.574053E+04   0.348867E+00
  5032   0.169713E+00   0.444380E-02  -0.471618E-02   0.573636E+04   0.348638E+00
  5033   0.169314E+00   0.443541E-02  -0.468590E-02   0.573219E+04   0.348437E+00
  5034   0.168915E+00   0.442714E-02  -0.465613E-02   0.572803E+04   0.348270E+00
  5035   0.168518E+00   0.441901E-02  -0.462692E-02   0.572386E+04   0.348139E+00
  5036   0.168120E+00   0.441100E-02  -0.459822E-02   0.571970E+04   0.348022E+00
  5037   0.167724E+00   0.440312E-02  -0.457009E-02   0.571555E+04   0.347907E+00
  5038   0.167327E+00   0.439536E-02  -0.454247E-02   0.571139E+04   0.347765E+00
  5039   0.166932E+00   0.438772E-02  -0.451542E-02   0.570724E+04   0.347596E+00
  5040   0.166537E+00   0.438019E-02  -0.448889E-02   0.570309E+04   0.347390E+00
  5041   0.166144E+00   0.437278E-02  -0.446291E-02   0.569895E+04   0.347164E+00
  5042   0.165750E+00   0.436547E-02  -0.443745E-02   0.569481E+04   0.346927E+00
  5043   0.165358E+00   0.435827E-02  -0.441255E-02   0.569067E+04   0.346705E+00
  5044   0.164966E+00   0.435118E-02  -0.438816E-02   0.568653E+04   0.346512E+00
  5045   0.164576E+00   0.434419E-02  -0.436433E-02   0.568240E+04   0.346360E+00
  5046   0.164185E+00   0.433729E-02  -0.434101E-02   0.567827E+04   0.346230E+00
  5047   0.163797E+00   0.433050E-02  -0.431823E-02   0.567414E+04   0.346112E+00
  5048   0.163408E+00   0.432379E-02  -0.429597E-02   0.567001E+04   0.345972E+00
  5049   0.163021E+00   0.431717E-02  -0.427425E-02   0.566589E+04   0.345800E+00
  5050   0.162635E+00   0.431064E-02  -0.425304E-02   0.566177E+04   0.345590E+00
  5051   0.162250E+00   0.430419E-02  -0.423237E-02   0.565765E+04   0.345356E+00
  5052   0.161865E+00   0.429782E-02  -0.421220E-02   0.565354E+04   0.345110E+00
  5053   0.161482E+00   0.429154E-02  -0.419256E-02   0.564943E+04   0.344876E+00
  5054   0.161099E+00   0.428532E-02  -0.417342E-02   0.564532E+04   0.344664E+00
  5055   0.160719E+00   0.427918E-02  -0.415481E-02   0.564121E+04   0.344489E+00
  5056   0.160338E+00   0.427310E-02  -0.413669E-02   0.563711E+04   0.344340E+00
  5057   0.159960E+00   0.426710E-02  -0.411909E-02   0.563301E+04   0.344210E+00
  5058   0.159581E+00   0.426115E-02  -0.410197E-02   0.562892E+04   0.344071E+00
  5059   0.159205E+00   0.425527E-02  -0.408537E-02   0.562482E+04   0.343907E+00
  5060   0.158829E+00   0.424944E-02  -0.406924E-02   0.562073E+04   0.343702E+00
  5061   0.158455E+00   0.424367E-02  -0.405362E-02   0.561664E+04   0.343464E+00
  5062   0.158081E+00   0.423794E-02  -0.403848E-02   0.561256E+04   0.343206E+00
  5063   0.157710E+00   0.423228E-02  -0.402382E-02   0.560847E+04   0.342958E+00
  5064   0.157339E+00   0.422665E-02  -0.400963E-02   0.560439E+04   0.342732E+00
  5065   0.156970E+00   0.422107E-02  -0.399593E-02   0.560032E+04   0.342541E+00
  5066   0.156601E+00   0.421553E-02  -0.398268E-02   0.559624E+04   0.342377E+00
  5067   0.156234E+00   0.421003E-02  -0.396990E-02   0.559217E+04   0.342232E+00
  5068   0.155868E+00   0.420456E-02  -0.395757E-02   0.558810E+04   0.342084E+00
  5069   0.155504E+00   0.419913E-02  -0.394570E-02   0.558404E+04   0.341921E+00
  5070   0.155141E+00   0.419372E-02  -0.393427E-02   0.557997E+04   0.341722E+00
  5071   0.154779E+00   0.418835E-02  -0.392329E-02   0.557591E+04   0.341489E+00
  5072   0.154418E+00   0.418299E-02  -0.391273E-02   0.557186E+04   0.341226E+00
  5073   0.154059E+00   0.417767E-02  -0.390261E-02   0.556780E+04   0.340959E+00
  5074   0.153701E+00   0.417236E-02  -0.389290E-02   0.556375E+04   0.340707E+00
  5075   0.153345E+00   0.416707E-02  -0.388361E-02   0.555970E+04   0.340492E+00
  5076   0.152990E+00   0.416179E-02  -0.387473E-02   0.555565E+04   0.340311E+00
  5077   0.152636E+00   0.415653E-02  -0.386626E-02   0.555161E+04   0.340155E+00
  5078   0.152284E+00   0.415127E-02  -0.385818E-02   0.554757E+04   0.340000E+00
  5079   0.151933E+00   0.414603E-02  -0.385049E-02   0.554353E+04   0.339832E+00
  5080   0.151583E+00   0.414078E-02  -0.384319E-02   0.553950E+04   0.339632E+00
  5081   0.151236E+00   0.413554E-02  -0.383626E-02   0.553547E+04   0.339400E+00
  5082   0.150889E+00   0.413030E-02  -0.382971E-02   0.553144E+04   0.339138E+00
  5083   0.150544E+00   0.412506E-02  -0.382352E-02   0.552741E+04   0.338864E+00
  5084   0.150200E+00   0.411981E-02  -0.381769E-02   0.552338E+04   0.338596E+00
  5085   0.149858E+00   0.411456E-02  -0.381221E-02   0.551936E+04   0.338356E+00
  5086   0.149517E+00   0.410930E-02  -0.380707E-02   0.551535E+04   0.338151E+00
  5087   0.149177E+00   0.410403E-02  -0.380227E-02   0.551133E+04   0.337981E+00
  5088   0.148839E+00   0.409874E-02  -0.379780E-02   0.550732E+04   0.337824E+00
  5089   0.148503E+00   0.409344E-02  -0.379366E-02   0.550331E+04   0.337659E+00
  5090   0.148168E+00   0.408811E-02  -0.378983E-02   0.549930E+04   0.337461E+00
  5091   0.147834E+00   0.408278E-02  -0.378631E-02   0.549529E+04   0.337228E+00
  5092   0.147502E+00   0.407742E-02  -0.378309E-02   0.549129E+04   0.336962E+00
  5093   0.147172E+00   0.407204E-02  -0.378016E-02   0.548729E+04   0.336683E+00
  5094   0.146842E+00   0.406663E-02  -0.377751E-02   0.548330E+04   0.336403E+00
  5095   0.146515E+00   0.406120E-02  -0.377516E-02   0.547930E+04   0.336151E+00
  5096   0.146188E+00   0.405573E-02  -0.377305E-02   0.547531E+04   0.335920E+00
  5097   0.145864E+00   0.405024E-02  -0.377123E-02   0.547132E+04   0.335730E+00
  5098   0.145540E+00   0.404471E-02  -0.376964E-02   0.546734E+04   0.335553E+00
  5099   0.145218E+00   0.403915E-02  -0.376832E-02   0.546336E+04   0.335387E+00
  5100   0.144897E+00   0.403355E-02  -0.376721E-02   0.545938E+04   0.335191E+00
  5101   0.144579E+00   0.402792E-02  -0.376636E-02   0.545540E+04   0.334965E+00
  5102   0.144261E+00   0.402224E-02  -0.376570E-02   0.545143E+04   0.334695E+00
  5103   0.143945E+00   0.401653E-02  -0.376528E-02   0.544745E+04   0.334407E+00
  5104   0.143630E+00   0.401078E-02  -0.376505E-02   0.544348E+04   0.334110E+00
  5105   0.143317E+00   0.400498E-02  -0.376503E-02   0.543952E+04   0.333842E+00
  5106   0.143005E+00   0.399913E-02  -0.376519E-02   0.543555E+04   0.333596E+00
  5107   0.142695E+00   0.399324E-02  -0.376555E-02   0.543159E+04   0.333390E+00
  5108   0.142385E+00   0.398730E-02  -0.376606E-02   0.542764E+04   0.333197E+00
  5109   0.142078E+00   0.398131E-02  -0.376675E-02   0.542368E+04   0.333018E+00
  5110   0.141771E+00   0.397527E-02  -0.376759E-02   0.541973E+04   0.332820E+00
  5111   0.141467E+00   0.396918E-02  -0.376860E-02   0.541578E+04   0.332601E+00
  5112   0.141163E+00   0.396303E-02  -0.376973E-02   0.541183E+04   0.332339E+00
  5113   0.140861E+00   0.395684E-02  -0.377102E-02   0.540789E+04   0.332054E+00
  5114   0.140560E+00   0.395058E-02  -0.377241E-02   0.540395E+04   0.331747E+00
  5115   0.140261E+00   0.394427E-02  -0.377395E-02   0.540001E+04   0.331459E+00
  5116   0.139962E+00   0.393790E-02  -0.377557E-02   0.539607E+04   0.331193E+00
  5117   0.139666E+00   0.393148E-02  -0.377733E-02   0.539214E+04   0.330971E+00
  5118   0.139370E+00   0.392499E-02  -0.377915E-02   0.538821E+04   0.330771E+00
  5119   0.139077E+00   0.391845E-02  -0.378109E-02   0.538428E+04   0.330587E+00
  5120   0.138783E+00   0.391184E-02  -0.378309E-02   0.538035E+04   0.330385E+00
  5121   0.138492E+00   0.390517E-02  -0.378519E-02   0.537643E+04   0.330164E+00
  5122   0.138201E+00   0.389844E-02  -0.378732E-02   0.537251E+04   0.329903E+00
  5123   0.137913E+00   0.389164E-02  -0.378954E-02   0.536859E+04   0.329620E+00
  5124   0.137625E+00   0.388478E-02  -0.379178E-02   0.536468E+04   0.329311E+00
  5125   0.137338E+00   0.387786E-02  -0.379409E-02   0.536076E+04   0.329009E+00
  5126   0.137053E+00   0.387087E-02  -0.379641E-02   0.535686E+04   0.328721E+00
  5127   0.136769E+00   0.386382E-02  -0.379878E-02   0.535295E+04   0.328473E+00
  5128   0.136485E+00   0.385670E-02  -0.380114E-02   0.534904E+04   0.328254E+00
  5129   0.136204E+00   0.384951E-02  -0.380354E-02   0.534514E+04   0.328063E+00
  5130   0.135923E+00   0.384225E-02  -0.380592E-02   0.534124E+04   0.327863E+00
  5131   0.135643E+00   0.383493E-02  -0.380832E-02   0.533735E+04   0.327646E+00
  5132   0.135365E+00   0.382754E-02  -0.381068E-02   0.533346E+04   0.327384E+00
  5133   0.135088E+00   0.382009E-02  -0.381306E-02   0.532956E+04   0.327097E+00
  5134   0.134811E+00   0.381255E-02  -0.381538E-02   0.532568E+04   0.326783E+00
  5135   0.134536E+00   0.380496E-02  -0.381770E-02   0.532179E+04   0.326473E+00
  5136   0.134261E+00   0.379729E-02  -0.381995E-02   0.531791E+04   0.326174E+00
  5137   0.133989E+00   0.378956E-02  -0.382219E-02   0.531403E+04   0.325910E+00
  5138   0.133716E+00   0.378175E-02  -0.382435E-02   0.531015E+04   0.325670E+00
  5139   0.133445E+00   0.377388E-02  -0.382648E-02   0.530628E+04   0.325464E+00
  5140   0.133175E+00   0.376594E-02  -0.382851E-02   0.530241E+04   0.325260E+00
  5141   0.132906E+00   0.375793E-02  -0.383051E-02   0.529854E+04   0.325051E+00
  5142   0.132637E+00   0.374984E-02  -0.383240E-02   0.529467E+04   0.324802E+00
  5143   0.132370E+00   0.374169E-02  -0.383424E-02   0.529081E+04   0.324520E+00
  5144   0.132103E+00   0.373347E-02  -0.383596E-02   0.528694E+04   0.324201E+00
  5145   0.131838E+00   0.372518E-02  -0.383761E-02   0.528309E+04   0.323880E+00
  5146   0.131573E+00   0.371682E-02  -0.383913E-02   0.527923E+04   0.323566E+00
  5147   0.131310E+00   0.370840E-02  -0.384058E-02   0.527538E+04   0.323288E+00
  5148   0.131046E+00   0.369990E-02  -0.384188E-02   0.527153E+04   0.323037E+00
  5149   0.130784E+00   0.369134E-02  -0.384310E-02   0.526768E+04   0.322818E+00
  5150   0.130522E+00   0.368270E-02  -0.384416E-02   0.526383E+04   0.322602E+00
  5151   0.130262E+00   0.367401E-02  -0.384512E-02   0.525999E+04   0.322387E+00
  5152   0.130001E+00   0.366524E-02  -0.384591E-02   0.525615E+04   0.322142E+00
  5153   0.129742E+00   0.365641E-02  -0.384659E-02   0.525231E+04   0.321871E+00
  5154   0.129484E+00   0.364752E-02  -0.384711E-02   0.524848E+04   0.321564E+00
  5155   0.129226E+00   0.363855E-02  -0.384748E-02   0.524464E+04   0.321231E+00
  5156   0.128969E+00   0.362953E-02  -0.384770E-02   0.524081E+04   0.320905E+00
  5157   0.128712E+00   0.362043E-02  -0.384775E-02   0.523699E+04   0.320599E+00
  5158   0.128456E+00   0.361128E-02  -0.384763E-02   0.523316E+04   0.320334E+00
  5159   0.128200E+00   0.360206E-02  -0.384735E-02   0.522934E+04   0.320100E+00
  5160   0.127946E+00   0.359279E-02  -0.384688E-02   0.522552E+04   0.319887E+00
  5161   0.127691E+00   0.358344E-02  -0.384624E-02   0.522171E+04   0.319665E+00
  5162   0.127438E+00   0.357404E-02  -0.384541E-02   0.521789E+04   0.319425E+00
  5163   0.127184E+00   0.356457E-02  -0.384440E-02   0.521408E+04   0.319150E+00
  5164   0.126931E+00   0.355505E-02  -0.384319E-02   0.521027E+04   0.318849E+00
  5165   0.126679E+00   0.354546E-02  -0.384179E-02   0.520647E+04   0.318524E+00
  5166   0.126427E+00   0.353583E-02  -0.384019E-02   0.520266E+04   0.318195E+00
  5167   0.126175E+00   0.352613E-02  -0.383838E-02   0.519886E+04   0.317876E+00
  5168   0.125924E+00   0.351638E-02  -0.383637E-02   0.519506E+04   0.317589E+00
  5169   0.125673E+00   0.350657E-02  -0.383415E-02   0.519127E+04   0.317335E+00
  5170   0.125423E+00   0.349671E-02  -0.383172E-02   0.518747E+04   0.317114E+00
  5171   0.125173E+00   0.348679E-02  -0.382907E-02   0.518368E+04   0.316898E+00
  5172   0.124924E+00   0.347683E-02  -0.382620E-02   0.517990E+04   0.316667E+00
  5173   0.124674E+00   0.346680E-02  -0.382311E-02   0.517611E+04   0.316398E+00
  5174   0.124425E+00   0.345674E-02  -0.381979E-02   0.517233E+04   0.316097E+00
  5175   0.124176E+00   0.344661E-02  -0.381625E-02   0.516855E+04   0.315768E+00
  5176   0.123928E+00   0.343645E-02  -0.381247E-02   0.516477E+04   0.315436E+00
  5177   0.123679E+00   0.342623E-02  -0.380847E-02   0.516099E+04   0.315111E+00
  5178   0.123431E+00   0.341598E-02  -0.380423E-02   0.515722E+04   0.314814E+00
  5179   0.123182E+00   0.340567E-02  -0.379975E-02   0.515345E+04   0.314542E+00
  5180   0.122935E+00   0.339533E-02  -0.379502E-02   0.514969E+04   0.314301E+00
  5181   0.122687E+00   0.338494E-02  -0.379006E-02   0.514592E+04   0.314073E+00
  5182   0.122439E+00   0.337451E-02  -0.378485E-02   0.514216E+04   0.313848E+00
  5183   0.122191E+00   0.336404E-02  -0.377941E-02   0.513840E+04   0.313592E+00
  5184   0.121944E+00   0.335354E-02  -0.377371E-02   0.513464E+04   0.313302E+00
  5185   0.121696E+00   0.334298E-02  -0.376776E-02   0.513089E+04   0.312974E+00
  5186   0.121449E+00   0.333241E-02  -0.376156E-02   0.512714E+04   0.312632E+00
  5187   0.121201E+00   0.332179E-02  -0.375512E-02   0.512339E+04   0.312295E+00
  5188   0.120954E+00   0.331114E-02  -0.374841E-02   0.511964E+04   0.311988E+00
  5189   0.120706E+00   0.330045E-02  -0.374146E-02   0.511590E+04   0.311710E+00
  5190   0.120459E+00   0.328975E-02  -0.373425E-02   0.511215E+04   0.311463E+00
  5191   0.120211E+00   0.327900E-02  -0.372679E-02   0.510842E+04   0.311228E+00
  5192   0.119964E+00   0.326823E-02  -0.371907E-02   0.510468E+04   0.310994E+00
  5193   0.119716E+00   0.325743E-02  -0.371111E-02   0.510095E+04   0.310744E+00
  5194   0.119468E+00   0.324661E-02  -0.370288E-02   0.509721E+04   0.310468E+00
  5195   0.119220E+00   0.323576E-02  -0.369440E-02   0.509349E+04   0.310155E+00
  5196   0.118972E+00   0.322489E-02  -0.368567E-02   0.508976E+04   0.309820E+00
  5197   0.118723E+00   0.321399E-02  -0.367668E-02   0.508604E+04   0.309474E+00
  5198   0.118475E+00   0.320308E-02  -0.366743E-02   0.508231E+04   0.309149E+00
  5199   0.118226E+00   0.319215E-02  -0.365794E-02   0.507860E+04   0.308855E+00
  5200   0.117978E+00   0.318120E-02  -0.364819E-02   0.507488E+04   0.308600E+00
  5201   0.117728E+00   0.317023E-02  -0.363819E-02   0.507117E+04   0.308366E+00
  5202   0.117479E+00   0.315926E-02  -0.362793E-02   0.506746E+04   0.308135E+00
  5203   0.117229E+00   0.314826E-02  -0.361742E-02   0.506375E+04   0.307882E+00
  5204   0.116980E+00   0.313726E-02  -0.360666E-02   0.506004E+04   0.307607E+00
  5205   0.116729E+00   0.312625E-02  -0.359565E-02   0.505634E+04   0.307300E+00
  5206   0.116479E+00   0.311523E-02  -0.358438E-02   0.505264E+04   0.306972E+00
  5207   0.116228E+00   0.310420E-02  -0.357288E-02   0.504894E+04   0.306631E+00
  5208   0.115977E+00   0.309317E-02  -0.356112E-02   0.504524E+04   0.306298E+00
  5209   0.115725E+00   0.308212E-02  -0.354913E-02   0.504155E+04   0.305986E+00
  5210   0.115474E+00   0.307108E-02  -0.353688E-02   0.503786E+04   0.305711E+00
  5211   0.115221E+00   0.306004E-02  -0.352440E-02   0.503417E+04   0.305466E+00
  5212   0.114969E+00   0.304900E-02  -0.351166E-02   0.503049E+04   0.305238E+00
  5213   0.114716E+00   0.303795E-02  -0.349870E-02   0.502680E+04   0.304999E+00
  5214   0.114463E+00   0.302691E-02  -0.348549E-02   0.502312E+04   0.304733E+00
  5215   0.114209E+00   0.301587E-02  -0.347206E-02   0.501944E+04   0.304430E+00
  5216   0.113955E+00   0.300485E-02  -0.345838E-02   0.501577E+04   0.304103E+00
  5217   0.113700E+00   0.299382E-02  -0.344449E-02   0.501209E+04   0.303762E+00
  5218   0.113445E+00   0.298281E-02  -0.343035E-02   0.500842E+04   0.303431E+00
  5219   0.113189E+00   0.297180E-02  -0.341600E-02   0.500476E+04   0.303117E+00
  5220   0.112934E+00   0.296081E-02  -0.340142E-02   0.500109E+04   0.302834E+00
  5221   0.112677E+00   0.294982E-02  -0.338663E-02   0.499743E+04   0.302576E+00
  5222   0.112420E+00   0.293886E-02  -0.337161E-02   0.499377E+04   0.302339E+00
  5223   0.112163E+00   0.292790E-02  -0.335640E-02   0.499011E+04   0.302104E+00
  5224   0.111905E+00   0.291697E-02  -0.334095E-02   0.498645E+04   0.301853E+00
  5225   0.111647E+00   0.290605E-02  -0.332531E-02   0.498280E+04   0.301567E+00
  5226   0.111388E+00   0.289515E-02  -0.330946E-02   0.497915E+04   0.301247E+00
  5227   0.111128E+00   0.288427E-02  -0.329341E-02   0.497550E+04   0.300905E+00
  5228   0.110869E+00   0.287342E-02  -0.327716E-02   0.497186E+04   0.300564E+00
  5229   0.110608E+00   0.286258E-02  -0.326072E-02   0.496821E+04   0.300241E+00
  5230   0.110347E+00   0.285178E-02  -0.324408E-02   0.496457E+04   0.299953E+00
  5231   0.110086E+00   0.284099E-02  -0.322726E-02   0.496093E+04   0.299692E+00
  5232   0.109824E+00   0.283024E-02  -0.321024E-02   0.495730E+04   0.299451E+00
  5233   0.109561E+00   0.281951E-02  -0.319306E-02   0.495366E+04   0.299212E+00
  5234   0.109298E+00   0.280882E-02  -0.317568E-02   0.495003E+04   0.298963E+00
  5235   0.109034E+00   0.279815E-02  -0.315814E-02   0.494641E+04   0.298687E+00
  5236   0.108770E+00   0.278752E-02  -0.314042E-02   0.494278E+04   0.298382E+00
  5237   0.108505E+00   0.277692E-02  -0.312255E-02   0.493916E+04   0.298049E+00
  5238   0.108240E+00   0.276636E-02  -0.310449E-02   0.493554E+04   0.297708E+00
  5239   0.107974E+00   0.275582E-02  -0.308630E-02   0.493192E+04   0.297374E+00
  5240   0.107707E+00   0.274534E-02  -0.306793E-02   0.492830E+04   0.297070E+00
  5241   0.107440E+00   0.273488E-02  -0.304943E-02   0.492469E+04   0.296801E+00
  5242   0.107173E+00   0.272447E-02  -0.303077E-02   0.492108E+04   0.296563E+00
  5243   0.106904E+00   0.271409E-02  -0.301198E-02   0.491747E+04   0.296333E+00
  5244   0.106636E+00   0.270376E-02  -0.299303E-02   0.491386E+04   0.296092E+00
