#    L    TT             EE             TE             PP             TP          
  3244   0.140701E+02   0.626659E+00  -0.109580E+01   0.215378E+05   0.190240E+01
  3245   0.140600E+02   0.624207E+00  -0.109830E+01   0.215207E+05   0.190038E+01
  3246   0.140499E+02   0.621718E+00  -0.110065E+01   0.215036E+05   0.189835E+01
  3247   0.140399E+02   0.619204E+00  -0.110289E+01   0.214865E+05   0.189640E+01
  3248   0.140301E+02   0.616654E+00  -0.110497E+01   0.214695E+05   0.189443E+01
  3249   0.140204E+02   0.614080E+00  -0.110693E+01   0.214524E+05   0.189251E+01
  3250   0.140107E+02   0.611472E+00  -0.110874E+01   0.214354E+05   0.189050E+01
  3251   0.140012E+02   0.608840E+00  -0.111043E+01   0.214184E+05   0.188846E+01
  3252   0.139918E+02   0.606176E+00  -0.111196E+01   0.214014E+05   0.188626E+01
  3253   0.139824E+02   0.603490E+00  -0.111337E+01   0.213845E+05   0.188399E+01
  3254   0.139731E+02   0.600774E+00  -0.111462E+01   0.213675E+05   0.188159E+01
  3255   0.139639E+02   0.598037E+00  -0.111575E+01   0.213506E+05   0.187921E+01
  3256   0.139546E+02   0.595271E+00  -0.111672E+01   0.213337E+05   0.187681E+01
  3257   0.139454E+02   0.592486E+00  -0.111756E+01   0.213168E+05   0.187453E+01
  3258   0.139363E+02   0.589674E+00  -0.111825E+01   0.212999E+05   0.187221E+01
  3259   0.139271E+02   0.586844E+00  -0.111880E+01   0.212830E+05   0.186994E+01
  3260   0.139180E+02   0.583987E+00  -0.111920E+01   0.212661E+05   0.186759E+01
  3261   0.139089E+02   0.581116E+00  -0.111947E+01   0.212493E+05   0.186525E+01
  3262   0.138997E+02   0.578220E+00  -0.111958E+01   0.212325E+05   0.186272E+01
  3263   0.138905E+02   0.575310E+00  -0.111957E+01   0.212157E+05   0.186015E+01
  3264   0.138813E+02   0.572376E+00  -0.111939E+01   0.211989E+05   0.185742E+01
  3265   0.138721E+02   0.569431E+00  -0.111909E+01   0.211821E+05   0.185471E+01
  3266   0.138628E+02   0.566464E+00  -0.111863E+01   0.211653E+05   0.185191E+01
  3267   0.138534E+02   0.563486E+00  -0.111804E+01   0.211486E+05   0.184921E+01
  3268   0.138440E+02   0.560489E+00  -0.111730E+01   0.211318E+05   0.184654E+01
  3269   0.138345E+02   0.557483E+00  -0.111642E+01   0.211151E+05   0.184395E+01
  3270   0.138250E+02   0.554458E+00  -0.111539E+01   0.210984E+05   0.184128E+01
  3271   0.138153E+02   0.551427E+00  -0.111423E+01   0.210817E+05   0.183863E+01
  3272   0.138055E+02   0.548379E+00  -0.111292E+01   0.210651E+05   0.183583E+01
  3273   0.137957E+02   0.545325E+00  -0.111148E+01   0.210484E+05   0.183300E+01
  3274   0.137857E+02   0.542256E+00  -0.110988E+01   0.210318E+05   0.183000E+01
  3275   0.137756E+02   0.539183E+00  -0.110816E+01   0.210151E+05   0.182702E+01
  3276   0.137654E+02   0.536098E+00  -0.110628E+01   0.209985E+05   0.182396E+01
  3277   0.137550E+02   0.533010E+00  -0.110428E+01   0.209819E+05   0.182098E+01
  3278   0.137445E+02   0.529910E+00  -0.110213E+01   0.209654E+05   0.181796E+01
  3279   0.137338E+02   0.526810E+00  -0.109985E+01   0.209488E+05   0.181509E+01
  3280   0.137230E+02   0.523700E+00  -0.109743E+01   0.209323E+05   0.181219E+01
  3281   0.137120E+02   0.520591E+00  -0.109488E+01   0.209157E+05   0.180930E+01
  3282   0.137008E+02   0.517474E+00  -0.109218E+01   0.208992E+05   0.180626E+01
  3283   0.136895E+02   0.514359E+00  -0.108936E+01   0.208827E+05   0.180319E+01
  3284   0.136779E+02   0.511238E+00  -0.108640E+01   0.208662E+05   0.179996E+01
  3285   0.136662E+02   0.508120E+00  -0.108332E+01   0.208498E+05   0.179673E+01
  3286   0.136542E+02   0.504999E+00  -0.108010E+01   0.208333E+05   0.179341E+01
  3287   0.136421E+02   0.501882E+00  -0.107675E+01   0.208169E+05   0.179015E+01
  3288   0.136297E+02   0.498763E+00  -0.107327E+01   0.208004E+05   0.178684E+01
  3289   0.136171E+02   0.495650E+00  -0.106968E+01   0.207840E+05   0.178361E+01
  3290   0.136043E+02   0.492537E+00  -0.106594E+01   0.207676E+05   0.178036E+01
  3291   0.135913E+02   0.489431E+00  -0.106210E+01   0.207513E+05   0.177722E+01
  3292   0.135779E+02   0.486327E+00  -0.105812E+01   0.207349E+05   0.177394E+01
  3293   0.135644E+02   0.483231E+00  -0.105403E+01   0.207185E+05   0.177063E+01
  3294   0.135506E+02   0.480139E+00  -0.104980E+01   0.207022E+05   0.176715E+01
  3295   0.135366E+02   0.477057E+00  -0.104548E+01   0.206859E+05   0.176367E+01
  3296   0.135223E+02   0.473980E+00  -0.104102E+01   0.206696E+05   0.176010E+01
  3297   0.135077E+02   0.470914E+00  -0.103646E+01   0.206533E+05   0.175659E+01
  3298   0.134929E+02   0.467855E+00  -0.103178E+01   0.206370E+05   0.175304E+01
  3299   0.134778E+02   0.464809E+00  -0.102699E+01   0.206208E+05   0.174958E+01
  3300   0.134624E+02   0.461770E+00  -0.102208E+01   0.206045E+05   0.174609E+01
  3301   0.134467E+02   0.458747E+00  -0.101708E+01   0.205883E+05   0.174265E+01
  3302   0.134307E+02   0.455732E+00  -0.101196E+01   0.205721E+05   0.173922E+01
  3303   0.134145E+02   0.452734E+00  -0.100674E+01   0.205559E+05   0.173576E+01
  3304   0.133979E+02   0.449746E+00  -0.100141E+01   0.205397E+05   0.173212E+01
  3305   0.133810E+02   0.446776E+00  -0.995995E+00   0.205236E+05   0.172847E+01
  3306   0.133638E+02   0.443818E+00  -0.990466E+00   0.205074E+05   0.172474E+01
  3307   0.133463E+02   0.440878E+00  -0.984850E+00   0.204913E+05   0.172105E+01
  3308   0.133285E+02   0.437952E+00  -0.979129E+00   0.204751E+05   0.171730E+01
  3309   0.133104E+02   0.435046E+00  -0.973324E+00   0.204590E+05   0.171366E+01
  3310   0.132920E+02   0.432155E+00  -0.967418E+00   0.204429E+05   0.170997E+01
  3311   0.132732E+02   0.429284E+00  -0.961432E+00   0.204269E+05   0.170635E+01
  3312   0.132541E+02   0.426431E+00  -0.955349E+00   0.204108E+05   0.170261E+01
  3313   0.132347E+02   0.423599E+00  -0.949191E+00   0.203948E+05   0.169894E+01
  3314   0.132150E+02   0.420785E+00  -0.942940E+00   0.203787E+05   0.169516E+01
  3315   0.131949E+02   0.417994E+00  -0.936617E+00   0.203627E+05   0.169135E+01
  3316   0.131745E+02   0.415222E+00  -0.930206E+00   0.203467E+05   0.168741E+01
  3317   0.131538E+02   0.412474E+00  -0.923728E+00   0.203307E+05   0.168353E+01
  3318   0.131327E+02   0.409747E+00  -0.917167E+00   0.203148E+05   0.167960E+01
  3319   0.131113E+02   0.407044E+00  -0.910542E+00   0.202988E+05   0.167575E+01
  3320   0.130895E+02   0.404363E+00  -0.903839E+00   0.202828E+05   0.167188E+01
  3321   0.130674E+02   0.401709E+00  -0.897077E+00   0.202669E+05   0.166808E+01
  3322   0.130450E+02   0.399078E+00  -0.890249E+00   0.202510E+05   0.166426E+01
  3323   0.130222E+02   0.396471E+00  -0.883350E+00   0.202351E+05   0.166030E+01
  3324   0.129990E+02   0.393892E+00  -0.876399E+00   0.202192E+05   0.165636E+01
  3325   0.129755E+02   0.391336E+00  -0.869381E+00   0.202033E+05   0.165239E+01
  3326   0.129517E+02   0.388810E+00  -0.862314E+00   0.201875E+05   0.164841E+01
  3327   0.129275E+02   0.386308E+00  -0.855187E+00   0.201717E+05   0.164434E+01
  3328   0.129030E+02   0.383835E+00  -0.848014E+00   0.201558E+05   0.164034E+01
  3329   0.128781E+02   0.381389E+00  -0.840786E+00   0.201400E+05   0.163632E+01
  3330   0.128529E+02   0.378973E+00  -0.833518E+00   0.201242E+05   0.163241E+01
  3331   0.128273E+02   0.376583E+00  -0.826199E+00   0.201084E+05   0.162847E+01
  3332   0.128014E+02   0.374225E+00  -0.818844E+00   0.200927E+05   0.162456E+01
  3333   0.127751E+02   0.371894E+00  -0.811443E+00   0.200769E+05   0.162053E+01
  3334   0.127485E+02   0.369595E+00  -0.804011E+00   0.200612E+05   0.161647E+01
  3335   0.127215E+02   0.367324E+00  -0.796537E+00   0.200454E+05   0.161226E+01
  3336   0.126943E+02   0.365086E+00  -0.789037E+00   0.200297E+05   0.160822E+01
  3337   0.126666E+02   0.362876E+00  -0.781501E+00   0.200140E+05   0.160408E+01
  3338   0.126386E+02   0.360700E+00  -0.773943E+00   0.199984E+05   0.159997E+01
  3339   0.126103E+02   0.358553E+00  -0.766353E+00   0.199827E+05   0.159583E+01
  3340   0.125816E+02   0.356440E+00  -0.758746E+00   0.199670E+05   0.159181E+01
  3341   0.125526E+02   0.354357E+00  -0.751113E+00   0.199514E+05   0.158777E+01
  3342   0.125233E+02   0.352308E+00  -0.743466E+00   0.199358E+05   0.158377E+01
  3343   0.124935E+02   0.350290E+00  -0.735799E+00   0.199202E+05   0.157967E+01
  3344   0.124636E+02   0.348306E+00  -0.728122E+00   0.199046E+05   0.157554E+01
  3345   0.124332E+02   0.346354E+00  -0.720430E+00   0.198890E+05   0.157127E+01
  3346   0.124026E+02   0.344436E+00  -0.712733E+00   0.198734E+05   0.156697E+01
  3347   0.123715E+02   0.342551E+00  -0.705025E+00   0.198579E+05   0.156270E+01
  3348   0.123403E+02   0.340700E+00  -0.697317E+00   0.198423E+05   0.155851E+01
  3349   0.123086E+02   0.338882E+00  -0.689604E+00   0.198268E+05   0.155430E+01
  3350   0.122767E+02   0.337098E+00  -0.681894E+00   0.198113E+05   0.155017E+01
  3351   0.122444E+02   0.335348E+00  -0.674184E+00   0.197958E+05   0.154608E+01
  3352   0.122119E+02   0.333633E+00  -0.666482E+00   0.197803E+05   0.154206E+01
  3353   0.121790E+02   0.331951E+00  -0.658784E+00   0.197648E+05   0.153796E+01
  3354   0.121458E+02   0.330305E+00  -0.651099E+00   0.197494E+05   0.153385E+01
  3355   0.121123E+02   0.328691E+00  -0.643423E+00   0.197340E+05   0.152960E+01
  3356   0.120786E+02   0.327114E+00  -0.635763E+00   0.197185E+05   0.152532E+01
  3357   0.120445E+02   0.325570E+00  -0.628117E+00   0.197031E+05   0.152093E+01
  3358   0.120102E+02   0.324062E+00  -0.620492E+00   0.196877E+05   0.151661E+01
  3359   0.119755E+02   0.322587E+00  -0.612885E+00   0.196723E+05   0.151240E+01
  3360   0.119406E+02   0.321148E+00  -0.605304E+00   0.196570E+05   0.150826E+01
  3361   0.119054E+02   0.319743E+00  -0.597745E+00   0.196416E+05   0.150414E+01
  3362   0.118699E+02   0.318373E+00  -0.590215E+00   0.196263E+05   0.150011E+01
  3363   0.118342E+02   0.317037E+00  -0.582712E+00   0.196109E+05   0.149604E+01
  3364   0.117982E+02   0.315737E+00  -0.575242E+00   0.195956E+05   0.149195E+01
  3365   0.117619E+02   0.314470E+00  -0.567803E+00   0.195803E+05   0.148773E+01
  3366   0.117255E+02   0.313239E+00  -0.560402E+00   0.195651E+05   0.148347E+01
  3367   0.116887E+02   0.312041E+00  -0.553036E+00   0.195498E+05   0.147910E+01
  3368   0.116517E+02   0.310879E+00  -0.545711E+00   0.195345E+05   0.147471E+01
  3369   0.116144E+02   0.309750E+00  -0.538425E+00   0.195193E+05   0.147029E+01
  3370   0.115770E+02   0.308656E+00  -0.531184E+00   0.195041E+05   0.146613E+01
  3371   0.115393E+02   0.307595E+00  -0.523987E+00   0.194888E+05   0.146199E+01
  3372   0.115014E+02   0.306569E+00  -0.516838E+00   0.194736E+05   0.145793E+01
  3373   0.114632E+02   0.305576E+00  -0.509735E+00   0.194584E+05   0.145382E+01
  3374   0.114249E+02   0.304618E+00  -0.502687E+00   0.194433E+05   0.144978E+01
  3375   0.113863E+02   0.303692E+00  -0.495687E+00   0.194281E+05   0.144562E+01
  3376   0.113475E+02   0.302800E+00  -0.488746E+00   0.194130E+05   0.144145E+01
  3377   0.113086E+02   0.301941E+00  -0.481857E+00   0.193978E+05   0.143714E+01
  3378   0.112694E+02   0.301115E+00  -0.475028E+00   0.193827E+05   0.143284E+01
  3379   0.112301E+02   0.300321E+00  -0.468257E+00   0.193676E+05   0.142846E+01
  3380   0.111906E+02   0.299560E+00  -0.461549E+00   0.193525E+05   0.142416E+01
  3381   0.111509E+02   0.298831E+00  -0.454901E+00   0.193374E+05   0.142001E+01
  3382   0.111111E+02   0.298135E+00  -0.448320E+00   0.193224E+05   0.141602E+01
  3383   0.110710E+02   0.297470E+00  -0.441803E+00   0.193073E+05   0.141200E+01
  3384   0.110309E+02   0.296836E+00  -0.435355E+00   0.192923E+05   0.140800E+01
  3385   0.109905E+02   0.296234E+00  -0.428974E+00   0.192773E+05   0.140395E+01
  3386   0.109501E+02   0.295663E+00  -0.422665E+00   0.192623E+05   0.139990E+01
  3387   0.109095E+02   0.295122E+00  -0.416426E+00   0.192473E+05   0.139571E+01
  3388   0.108688E+02   0.294612E+00  -0.410262E+00   0.192323E+05   0.139152E+01
  3389   0.108279E+02   0.294131E+00  -0.404171E+00   0.192173E+05   0.138723E+01
  3390   0.107869E+02   0.293681E+00  -0.398157E+00   0.192024E+05   0.138301E+01
  3391   0.107458E+02   0.293260E+00  -0.392219E+00   0.191874E+05   0.137878E+01
  3392   0.107047E+02   0.292868E+00  -0.386361E+00   0.191725E+05   0.137473E+01
  3393   0.106633E+02   0.292504E+00  -0.380580E+00   0.191576E+05   0.137078E+01
  3394   0.106220E+02   0.292170E+00  -0.374882E+00   0.191427E+05   0.136688E+01
  3395   0.105805E+02   0.291862E+00  -0.369264E+00   0.191278E+05   0.136288E+01
  3396   0.105390E+02   0.291583E+00  -0.363730E+00   0.191129E+05   0.135890E+01
  3397   0.104973E+02   0.291331E+00  -0.358279E+00   0.190981E+05   0.135482E+01
  3398   0.104556E+02   0.291106E+00  -0.352914E+00   0.190832E+05   0.135072E+01
  3399   0.104139E+02   0.290907E+00  -0.347635E+00   0.190684E+05   0.134654E+01
  3400   0.103721E+02   0.290734E+00  -0.342443E+00   0.190536E+05   0.134241E+01
  3401   0.103302E+02   0.290586E+00  -0.337338E+00   0.190387E+05   0.133828E+01
  3402   0.102883E+02   0.290465E+00  -0.332323E+00   0.190240E+05   0.133426E+01
  3403   0.102464E+02   0.290367E+00  -0.327398E+00   0.190092E+05   0.133024E+01
  3404   0.102044E+02   0.290294E+00  -0.322563E+00   0.189944E+05   0.132646E+01
  3405   0.101624E+02   0.290245E+00  -0.317819E+00   0.189797E+05   0.132261E+01
  3406   0.101205E+02   0.290220E+00  -0.313167E+00   0.189649E+05   0.131876E+01
  3407   0.100784E+02   0.290217E+00  -0.308608E+00   0.189502E+05   0.131480E+01
  3408   0.100365E+02   0.290237E+00  -0.304143E+00   0.189355E+05   0.131087E+01
  3409   0.999443E+01   0.290279E+00  -0.299772E+00   0.189208E+05   0.130685E+01
  3410   0.995246E+01   0.290343E+00  -0.295495E+00   0.189061E+05   0.130288E+01
  3411   0.991045E+01   0.290428E+00  -0.291313E+00   0.188914E+05   0.129890E+01
  3412   0.986852E+01   0.290534E+00  -0.287227E+00   0.188768E+05   0.129503E+01
  3413   0.982657E+01   0.290660E+00  -0.283238E+00   0.188621E+05   0.129115E+01
  3414   0.978470E+01   0.290806E+00  -0.279345E+00   0.188475E+05   0.128734E+01
  3415   0.974283E+01   0.290971E+00  -0.275549E+00   0.188329E+05   0.128361E+01
  3416   0.970105E+01   0.291155E+00  -0.271850E+00   0.188182E+05   0.127994E+01
  3417   0.965928E+01   0.291356E+00  -0.268249E+00   0.188036E+05   0.127616E+01
  3418   0.961762E+01   0.291577E+00  -0.264745E+00   0.187891E+05   0.127235E+01
  3419   0.957598E+01   0.291813E+00  -0.261341E+00   0.187745E+05   0.126847E+01
  3420   0.953445E+01   0.292067E+00  -0.258033E+00   0.187599E+05   0.126463E+01
  3421   0.949296E+01   0.292337E+00  -0.254825E+00   0.187454E+05   0.126078E+01
  3422   0.945159E+01   0.292623E+00  -0.251715E+00   0.187309E+05   0.125703E+01
  3423   0.941032E+01   0.292925E+00  -0.248703E+00   0.187164E+05   0.125333E+01
  3424   0.936911E+01   0.293240E+00  -0.245791E+00   0.187019E+05   0.124963E+01
  3425   0.932803E+01   0.293571E+00  -0.242976E+00   0.186874E+05   0.124597E+01
  3426   0.928703E+01   0.293914E+00  -0.240263E+00   0.186729E+05   0.124232E+01
  3427   0.924618E+01   0.294271E+00  -0.237645E+00   0.186584E+05   0.123877E+01
  3428   0.920542E+01   0.294640E+00  -0.235129E+00   0.186440E+05   0.123511E+01
  3429   0.916481E+01   0.295022E+00  -0.232709E+00   0.186295E+05   0.123143E+01
  3430   0.912431E+01   0.295415E+00  -0.230390E+00   0.186151E+05   0.122771E+01
  3431   0.908397E+01   0.295819E+00  -0.228166E+00   0.186007E+05   0.122407E+01
  3432   0.904375E+01   0.296233E+00  -0.226043E+00   0.185863E+05   0.122046E+01
  3433   0.900370E+01   0.296658E+00  -0.224015E+00   0.185719E+05   0.121694E+01
  3434   0.896378E+01   0.297092E+00  -0.222087E+00   0.185575E+05   0.121344E+01
  3435   0.892405E+01   0.297535E+00  -0.220253E+00   0.185432E+05   0.120999E+01
  3436   0.888445E+01   0.297986E+00  -0.218519E+00   0.185288E+05   0.120651E+01
  3437   0.884505E+01   0.298446E+00  -0.216879E+00   0.185145E+05   0.120303E+01
  3438   0.880579E+01   0.298911E+00  -0.215337E+00   0.185002E+05   0.119963E+01
  3439   0.876675E+01   0.299385E+00  -0.213888E+00   0.184859E+05   0.119618E+01
  3440   0.872786E+01   0.299864E+00  -0.212536E+00   0.184716E+05   0.119267E+01
  3441   0.868918E+01   0.300350E+00  -0.211277E+00   0.184573E+05   0.118920E+01
  3442   0.865068E+01   0.300840E+00  -0.210114E+00   0.184430E+05   0.118577E+01
  3443   0.861240E+01   0.301336E+00  -0.209041E+00   0.184288E+05   0.118244E+01
  3444   0.857430E+01   0.301835E+00  -0.208063E+00   0.184145E+05   0.117913E+01
  3445   0.853643E+01   0.302339E+00  -0.207175E+00   0.184003E+05   0.117587E+01
  3446   0.849875E+01   0.302845E+00  -0.206381E+00   0.183861E+05   0.117259E+01
  3447   0.846130E+01   0.303355E+00  -0.205675E+00   0.183719E+05   0.116931E+01
  3448   0.842406E+01   0.303866E+00  -0.205060E+00   0.183577E+05   0.116595E+01
  3449   0.838707E+01   0.304379E+00  -0.204533E+00   0.183435E+05   0.116268E+01
  3450   0.835028E+01   0.304893E+00  -0.204096E+00   0.183293E+05   0.115938E+01
  3451   0.831375E+01   0.305408E+00  -0.203744E+00   0.183152E+05   0.115610E+01
  3452   0.827744E+01   0.305923E+00  -0.203481E+00   0.183010E+05   0.115283E+01
  3453   0.824139E+01   0.306438E+00  -0.203301E+00   0.182869E+05   0.114968E+01
  3454   0.820556E+01   0.306951E+00  -0.203208E+00   0.182728E+05   0.114657E+01
  3455   0.817000E+01   0.307464E+00  -0.203197E+00   0.182587E+05   0.114352E+01
  3456   0.813468E+01   0.307974E+00  -0.203271E+00   0.182446E+05   0.114047E+01
  3457   0.809963E+01   0.308483E+00  -0.203424E+00   0.182305E+05   0.113744E+01
  3458   0.806482E+01   0.308988E+00  -0.203661E+00   0.182164E+05   0.113434E+01
  3459   0.803030E+01   0.309491E+00  -0.203975E+00   0.182024E+05   0.113121E+01
  3460   0.799602E+01   0.309988E+00  -0.204371E+00   0.181883E+05   0.112808E+01
  3461   0.796203E+01   0.310483E+00  -0.204842E+00   0.181743E+05   0.112505E+01
  3462   0.792830E+01   0.310972E+00  -0.205392E+00   0.181603E+05   0.112203E+01
  3463   0.789485E+01   0.311458E+00  -0.206015E+00   0.181463E+05   0.111908E+01
  3464   0.786167E+01   0.311936E+00  -0.206715E+00   0.181323E+05   0.111620E+01
  3465   0.782879E+01   0.312410E+00  -0.207486E+00   0.181183E+05   0.111340E+01
  3466   0.779617E+01   0.312876E+00  -0.208331E+00   0.181044E+05   0.111060E+01
  3467   0.776385E+01   0.313337E+00  -0.209246E+00   0.180904E+05   0.110782E+01
  3468   0.773181E+01   0.313789E+00  -0.210232E+00   0.180765E+05   0.110499E+01
  3469   0.770007E+01   0.314234E+00  -0.211284E+00   0.180625E+05   0.110212E+01
  3470   0.766861E+01   0.314671E+00  -0.212406E+00   0.180486E+05   0.109917E+01
  3471   0.763746E+01   0.315100E+00  -0.213591E+00   0.180347E+05   0.109624E+01
  3472   0.760659E+01   0.315519E+00  -0.214843E+00   0.180208E+05   0.109344E+01
  3473   0.757603E+01   0.315930E+00  -0.216157E+00   0.180069E+05   0.109070E+01
  3474   0.754577E+01   0.316330E+00  -0.217534E+00   0.179931E+05   0.108801E+01
  3475   0.751581E+01   0.316722E+00  -0.218970E+00   0.179792E+05   0.108539E+01
  3476   0.748615E+01   0.317101E+00  -0.220468E+00   0.179654E+05   0.108282E+01
  3477   0.745680E+01   0.317472E+00  -0.222021E+00   0.179515E+05   0.108029E+01
  3478   0.742775E+01   0.317830E+00  -0.223633E+00   0.179377E+05   0.107771E+01
  3479   0.739902E+01   0.318177E+00  -0.225298E+00   0.179239E+05   0.107510E+01
  3480   0.737059E+01   0.318512E+00  -0.227019E+00   0.179101E+05   0.107241E+01
  3481   0.734248E+01   0.318836E+00  -0.228791E+00   0.178963E+05   0.106971E+01
  3482   0.731467E+01   0.319145E+00  -0.230615E+00   0.178826E+05   0.106701E+01
